Studs.Stud.InsertLocation.Attribute:X,Studs.Stud.InsertLocation.Attribute:Y,Studs.Stud.InsertLocation.Attribute:Z,Studs.Stud.Attribute:Function,Studs.Stud.Attribute:ID,Studs.Stud.Attribute:Type,Studs.Stud.Attribute:IsTop,Studs.Stud.Attribute:IsBottom,Plates.Plate.StartPoint.Attribute:X,Plates.Plate.StartPoint.Attribute:Y,Plates.Plate.StartPoint.Attribute:Z,Plates.Plate.EndPoint.Attribute:X,Plates.Plate.EndPoint.Attribute:Y,Plates.Plate.EndPoint.Attribute:Z,Plates.Plate.Attribute:Function,Plates.Plate.Attribute:ID,Plates.Plate.Attribute:Type,Attribute:ID,Attribute:ElementType,Attribute:Level,Attribute:Name,Attribute:Length,Studs_Location_X
2.2304508881433347,-1.776356839400251e-15,0.12500000000000006,OC,990285,L2X4,True,True,0.0,5.329070518200754e-15,8.906250000087471,2.2929508881433383,-5.329070518200754e-15,8.906250000087471,TopPlate,990289,L2X4,840817,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M23,2.2929508881433414,
0.3541133133330199,-3.1492236592197164e-14,0.125,King,990945,L2X4,True,True,0.2916666666666643,-3.095075984582128e-14,8.90625000008747,2.458333333333341,-6.75015598972095e-14,8.90625000008747,TopPlate,990957,L2X4,840818,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M24,2.458333333333343,
0.4791133133330199,-2.5470687984060712e-14,0.125,Jack,990941,L2X4,True,True,0.2916666666666643,-3.095075984582128e-14,8.90625000008747,2.458333333333341,-6.75015598972095e-14,8.90625000008747,TopPlate,990957,L2X4,840818,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M24,2.458333333333343,
0.6041133133330199,-2.300185305472477e-14,7.0,Cripple,990951,L2X4,True,False,0.2916666666666643,-3.095075984582128e-14,8.90625000008747,2.458333333333341,-6.75015598972095e-14,8.90625000008747,TopPlate,990957,L2X4,840818,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M24,2.458333333333343,
1.6249999999999982,-2.474856477944071e-14,7.0,Cripple,990955,L2X4,True,False,0.2916666666666643,-3.095075984582128e-14,8.90625000008747,2.458333333333341,-6.75015598972095e-14,8.90625000008747,TopPlate,990957,L2X4,840818,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M24,2.458333333333343,
2.145779979999688,-2.2158836249585615e-14,7.0,Cripple,990953,L2X4,True,False,0.2916666666666643,-3.095075984582128e-14,8.90625000008747,2.458333333333341,-6.75015598972095e-14,8.90625000008747,TopPlate,990957,L2X4,840818,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M24,2.458333333333343,
2.270779979999688,-2.3242714999050178e-14,0.125,Jack,990943,L2X4,True,True,0.2916666666666643,-3.095075984582128e-14,8.90625000008747,2.458333333333341,-6.75015598972095e-14,8.90625000008747,TopPlate,990957,L2X4,840818,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M24,2.458333333333343,
2.395779979999688,-2.4326593748514728e-14,0.125,King,990947,L2X4,True,True,0.2916666666666643,-3.095075984582128e-14,8.90625000008747,2.458333333333341,-6.75015598972095e-14,8.90625000008747,TopPlate,990957,L2X4,840818,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M24,2.458333333333343,
0.06249999999999645,-4.714978407704997e-15,0.125,OC,990247,L2X4,True,True,-3.552713678800467e-15,-3.5527136788005364e-15,8.90625000008747,2.292950888143338,-5.633101095930535e-16,8.90625000008747,TopPlate,990253,L2X4,840819,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M25,2.0012842214766735,
1.3333333333333286,-1.1102230246252039e-15,0.125,OC,990251,L2X4,True,True,-3.552713678800467e-15,-3.5527136788005364e-15,8.90625000008747,2.292950888143338,-5.633101095930535e-16,8.90625000008747,TopPlate,990253,L2X4,840819,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M25,2.0012842214766735,
2.02211755481001,-0.08333333333333182,0.125,SJoin,990255,L2X4,True,True,-3.552713678800467e-15,-3.5527136788005364e-15,8.90625000008747,2.292950888143338,-5.633101095930535e-16,8.90625000008747,TopPlate,990253,L2X4,840819,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M25,2.0012842214766735,
2.2304508881433414,4.151668298111946e-15,0.125,OC,990249,L2X4,True,True,-3.552713678800467e-15,-3.5527136788005364e-15,8.90625000008747,2.292950888143338,-5.633101095930535e-16,8.90625000008747,TopPlate,990253,L2X4,840819,"STAR - Interior 4"" Stud Wall",01-MAIN FLOOR PLAN,M25,2.0012842214766735,
0.0625,1.4710455076283324e-15,0.125,OC,985526,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
0.3541666666666687,-0.16666666666666755,0.125,SJoin,985566,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
1.3333333333333286,5.73615229389641e-16,0.125,OC,985530,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
2.6666666666666643,-1.8503717077097512e-17,0.125,OC,985532,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
2.864583333331669,9.483155001925265e-16,0.125,King,985500,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
2.989583333331669,1.5589381637363643e-15,0.125,Jack,985496,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
3.1145833333316655,-1.3831528515203194e-15,0.125,Cripple,985508,L2X6,False,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
3.999999999999997,-6.106226635438549e-16,7.84375,Cripple,985536,L2X6,True,False,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
3.999999999999997,-6.106226635438549e-16,0.125,Cripple,985534,L2X6,False,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
5.33333333333333,5.736152293896505e-16,0.125,Cripple,985538,L2X6,False,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
5.33333333333333,5.736152293896505e-16,7.84375,Cripple,985540,L2X6,True,False,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
6.666666666666665,-1.8503717077088046e-17,0.125,Cripple,985542,L2X6,False,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
6.666666666666665,-1.8503717077088046e-17,7.84375,Cripple,985544,L2X6,True,False,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
7.010416666665005,-1.1564823173990504e-16,0.125,Cripple,985510,L2X6,False,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
7.135416666665005,4.949744318039311e-16,0.125,Jack,985498,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
7.260416666665005,-6.707597440524832e-16,0.125,King,985502,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
7.9999999999999964,-6.106226635438549e-16,0.125,OC,985546,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
9.333333333333329,5.73615229389641e-16,0.125,OC,985548,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
10.666666666666664,-1.850371707709436e-17,0.125,OC,985550,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
12.062500000000341,2.7755575617282366e-17,0.125,SJoin,985568,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
12.270833333333671,-0.16666666666666602,0.125,SJoin,985572,L2X4,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
12.479166666667005,6.476300977145846e-17,0.125,SJoin,985570,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
12.729166666667295,2.868076146979034e-16,0.125,King,985522,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
12.854166666667295,9.25185854161427e-18,0.125,Jack,985518,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
13.33333333333333,5.736152293896473e-16,7.770833333333335,Cripple,985554,L2X6,True,False,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
14.666666666666664,-1.850371707709436e-17,7.770833333333335,Cripple,985556,L2X6,True,False,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
15.812500000000627,-1.942890293063353e-16,0.125,Jack,985520,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
15.937500000000625,6.383782391625194e-16,0.125,SJoin,985574,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
16.145833333333954,-0.16666666666666574,0.125,SJoin,985578,L2X4,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
16.354166666667293,6.753856733166956e-16,0.125,SJoin,985576,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
17.333333333333332,5.7361522938966e-16,0.125,OC,985558,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
18.666666666666664,4.255854927729682e-16,0.125,OC,985560,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
19.583333333332973,-0.16666666666666527,0.125,SJoin,985564,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
19.87499999999964,4.996003610795533e-16,0.125,OC,985528,L2X6,True,True,-5.423418723394455e-31,1.1102230246251563e-16,0.0625,12.916666666667295,4.533410683916769e-16,0.0625,BottomPlate,985486,L2X6,840773,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M3,19.937499999999638,
0.06250000000000155,-5.156985949383852e-14,0.125,OC,994497,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
1.3333333333333348,-4.746203430272544e-14,0.125,OC,994501,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
2.666666666666668,-4.315992008230296e-14,0.125,OC,994503,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
4.000000000000001,-3.885780586188048e-14,0.125,OC,994505,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
5.333333333333334,-3.4555691641458004e-14,0.125,OC,994507,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
5.625002866202808,-3.361200207052661e-14,0.125,SJoin,994549,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
5.833336199536142,-0.16666666666663216,0.125,SJoin,994553,L2X4,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
6.041669532869476,-3.2251978865360804e-14,0.125,SJoin,994551,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
6.666666666666668,-3.025357742103552e-14,0.125,OC,994509,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
8.0,-2.595146320061304e-14,0.125,OC,994511,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
9.333333333333332,-2.1621593404574924e-14,0.125,OC,994513,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
10.666666666666668,-1.731947918415244e-14,0.125,OC,994515,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
12.000000000000002,-1.301736496372996e-14,0.125,OC,994517,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
12.520361801819382,-1.1601830607332886e-14,0.125,SJoin,994557,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
12.81202846848613,-0.16666666666665614,0.125,SJoin,994559,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
13.18702846848613,-0.16666666666665636,0.125,OC,994652,L2X4,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
13.395361801819464,8.604228440844963e-15,0.125,OC,994519,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
14.66666666666667,-4.4131365228849965e-15,0.125,OC,994521,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
16.000000000000004,-8.326672684688674e-17,0.125,OC,994523,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
17.333333333333336,4.218847493575594e-15,0.125,OC,994525,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
18.666666666666668,8.520961713998076e-15,0.125,OC,994527,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
20.0,1.2823075934420558e-14,0.125,OC,994529,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
21.33333333333333,1.712519015484304e-14,0.125,OC,994531,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
22.666666666666664,2.1427304375265518e-14,0.125,OC,994533,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
24.0,2.5757174171303632e-14,0.125,OC,994535,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
25.446016895000728,3.039235529911366e-14,0.125,SJoin,994563,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
25.65435022833406,-0.16666666666669694,0.125,SJoin,994565,L2X4,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
25.86268356166739,3.1752378504279483e-14,0.125,SJoin,994561,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
26.66666666666666,3.436140261214859e-14,0.125,OC,994539,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
27.999999999999996,3.866351683257108e-14,0.125,OC,994541,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
28.56190231166764,4.046762924758696e-14,0.125,SJoin,994569,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
28.77023564500097,-0.16666666666670665,0.125,SJoin,994571,L2X4,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
28.9785689783343,4.1827652452752766e-14,0.125,SJoin,994567,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
29.333333333333325,4.296563105299356e-14,0.125,OC,994543,L2X6,True,True,1.5543122344752194e-15,-5.35682609381638e-14,8.90625000008747,32.020833333333954,-1.5701329125761276e-13,8.90625000008747,TopPlate,994547,L2X6,840787,"STAR - EXT. 6"" WALL - VINYL CLADDING",01-MAIN FLOOR PLAN,M4,32.02083333333395,
